ticker,alert_date,gap_pct,ep_score,catalyst_quality,catalyst,claude_analysis,user_label,user_notes
PI,2026-04-30,27.53,100,strong,"Impinj (PI) stock gapped up following its Q1 2026 earnings release on April 29 after market close, where EPS came in at $0.14 versus $0.64 consensus but shares rose 1.15% as the market had priced in even worse outcomes. The latest catalysts include a $100 million investment from UPS rolling out Impinj's RFID technology, institutional accumulation like Renaissance Investment Management reinstating its position, and a technical inverse head-and-shoulders pattern with inflated volume signaling reco","Impinj reported Q1 2026 earnings with a revenue beat (+1.57% surprise) and adjusted EBITDA above guidance, combined with record endpoint IC bookings and a significant Q2 guidance raise to $104.5M (implied ~41% sequential growth). The stock jumped 22.3% on concrete earnings numbers and forward guidance that signals accelerating growth momentum despite flat YoY revenue in Q1, making this a strong catalyst driven by beat + guidance raise + record bookings.",routine_mislabeled,
RSI,2026-04-29,18.67,84,strong,"No specific catalyst or news directly caused RSI stock (ticker not matching common symbols like RSI or related in results) to gap up based on available market data. General gap ups in stocks are typically triggered by positive earnings reports, analyst upgrades, or strong market sentiment, but nothing ties explicitly to RSI on recent dates like April 24, 2026. Check real-time scanners for earnings beats or upgrades as the most likely drivers if a gap occurred pre-market today.","Rush Street Interactive (RSI) reported Q1 2026 earnings with substantial beats: +21.74% EPS surprise and +11.65% revenue surprise, delivering $370.4M in sales (up 41.1% YoY). The company also raised guidance while demonstrating accelerating player growth and improving marketing efficiency. This is a solid beat plus guidance raise on a previously underperforming online gaming stock, justifying the significant gap-up.",strong,"another instance where catalyst didn't catch anything, this is a concern"
SE,2026-05-12,13.26,54,strong,"No specific news in recent scans triggered a gap up for Sea Limited (SE) stock. Sea's fundamentals have improved with rising paying users in Shopee, positive EPS, better free cash flow margins, and its fintech arm SeaMoney (Monee) emerging as a key growth driver via SPayLater and consumer loans that boost e-commerce conversion and expand into offline payments. A small pre-planned share sale by Shopee's Chief Product Officer had minimal impact, leaving his large stake intact. Main near-term catal","Sea Limited (SE) reported Q1 earnings that beat revenue expectations, driving a 5.4% share price increase. While EPS fell short of estimates, the revenue beat on a previously under-followed consumer cyclical/fintech play represents a meaningful positive surprise that justifies the gap-up move. This is a concrete earnings catalyst with quantifiable outperformance on the top line.",routine_mislabeled,
SEZL,2026-05-07,18.58,84,strong,"No specific catalysts or news found for SEZL stock gapping up in the provided results. Search mentions AFRM surging 5% on ""The Big Nothing"" 0% APR promo, BLLN up 7.49% on Q1 revenue beat ($108.4M, +84% YoY) and raised 2026 guidance ($450M-$465M), and DAVE raising FY26 revenue to $710M-$720M, but nothing on SEZL. Broader market rallied on AI gains and Iran-US peace hopes lowering oil prices.","Sezzle reported Q1 2026 earnings that beat consensus estimates with earnings surprise of +15.79% (EPS beat) and revenue surprise of +2.54% ($135.5M vs. consensus $132.2M), coupled with strong operational metrics (revenue up 29.2% YoY) and a full-year guidance raise from management. This concrete earnings beat with guidance raise on a profitable fintech company represents a solid catalyst, though not quite ""game_changer"" level without indication of transformative business expansion or market share shift.",routine_mislabeled,the revenue up 84% YoY seems wrong? we need to check all the catalyst as they seem to contain lots of mistakes
SIBN,2026-05-12,13.35,51.6,strong,No recent news or catalysts found explaining a gap up in SIBN stock. Citadel Advisors and UBS Group portfolio holdings show no specific changes or disclosures tied to SIBN as a driver. Check real-time trading data for volume or order flow anomalies.,"SI-BONE reported Q1 2026 earnings with a +41.18% EPS beat and +2.46% revenue beat, paired with a full-year 2026 guidance raise. The company demonstrated double-digit revenue growth and cited strong momentum from new product launches and expanding physician adoption. This combination of concrete earnings outperformance and raised guidance on a medically-focused device company with demonstrated commercial traction qualifies as a strong catalyst.",routine_mislabeled,catalyst missed new again
SITM,2026-05-07,31.63,96,strong,"SiTime (SITM) did not gap up—its stock dropped 3.9% after Q1 2026 earnings despite a $1.44 EPS beat that topped consensus. The pre-earnings 18% rally had priced in overly optimistic expectations, creating a classic sell-the-news setup as results failed to exceed those high bars. No recent catalysts point to a gap up; momentum faded post-release.","SiTime delivered a Q1 2026 earnings beat with revenue beating by +10.77% and EPS beating by +26.32%, combined with management raising Q2 guidance. The stock is benefiting from accelerating demand for precision timing solutions driven by the AI data center boom, positioning it as a neglected beneficiary of secular growth trends in semiconductor supply chains.",routine_mislabeled,catalyst is dead wrong saying no gap up when it did; AI theme may make it strong
SMCI,2026-05-06,14.98,64.8,strong,"SMCI stock gapped up following its fiscal Q3 2026 earnings release after the close on May 5, driven by another strong beat on revenue and earnings amid surging AI server demand. The company reported results exceeding expectations, building on Q2's massive $12.68 billion revenue (versus $10.42 billion estimated) and $0.69 adjusted EPS (versus $0.49 expected). Consensus for Q3 anticipated $0.55 per share with around $11 billion revenue, and historical patterns show explosive post-earnings moves av","Super Micro Computer (SMCI) reported fourth-quarter results with better-than-expected sales and issued a forward guidance that exceeded Wall Street expectations, driving the 19%+ premarket surge. The earnings beat combined with the raised Q4 revenue outlook reflects strong AI server demand tailwinds in a previously recovery-constrained stock, making this a solid earnings catalyst with positive forward guidance revision.",routine_mislabeled,
STAA,2026-05-14,17.31,96,game_changer,"STAAR Surgical (STAA) gapped up 20.26% on May 13, 2026, ahead of its Q1 2026 earnings release, shareholder letter, and conference call on the same day. The stock spiked from a $29.40 close to over $34 in extended trading on high volume, driven by building momentum from a multi-week uptrend starting at $25.53 in late April. Key factors include strong liquidity with $153M cash, modest $32.5M debt, elite gross margins despite losses, and focus on China demand trends highlighted for the call. Trader","STAAR Surgical reported Q1 2026 earnings with a massive 119.6% net sales surge, delivering a +192.31% EPS beat against estimates, while achieving a sharp return to profitability driven by strong China demand and U.S. growth. This represents a transformative earnings beat on a previously underperforming company that has reversed its trajectory, making it a clear game-changer catalyst for the gap-up move.",strong,"Don't see game changer here, but strong earnings"
STRL,2026-05-05,29.37,96,strong,"STRL stock gapped up due to blowout Q1 2026 earnings reported after market close on May 4, featuring revenue of $825.7 million, net income of $96 million, and adjusted EPS of $3.59, all crushing Wall Street estimates of $585.4 million revenue and $2.29 EPS. The company raised full-year guidance to $3.70-$3.80 billion revenue and $18.40-$19.05 adjusted EPS, fueling aggressive after-hours buying that spiked shares into the high $630s from a $529.49 close. Analyst upgrades added tailwinds, with Key","Sterling Infrastructure reported Q1 2026 earnings with a massive +56.91% EPS beat and +41.05% revenue surprise, with sales up 91.6% YoY to $825.7 million. The blowout results were driven by booming AI data center construction demand, a high-growth end market that is accelerating for the company. This is a concrete, verified earnings beat with strong operational momentum and no guidance language suggesting weakness, making it a strong catalyst for the gap-up.",strong,
STUB,2026-05-14,14.3,54,strong,"Based on the search results provided, there is no information indicating that STUB (StubHub Holdings) gapped up. In fact, the only mention of STUB in the materials shows it listed among stocks with various price movements, but without any specific catalyst or news explaining a gap up.

The search results do not contain any recent news, earnings reports, or corporate actions for StubHub Holdings that would have caused a significant gap up move. To identify the actual catalyst for any STUB stock m","StubHub reported Q1 2026 earnings with 12% revenue growth, swung to profitability (first-quarter profit), and CEO Eric Baker highlighted healthy market trends and strong consumer demand. The earnings beat combined with positive guidance commentary on robust event calendar and strong demand constitutes a solid catalyst; however, the news summaries lack specific EPS/guidance figures, preventing classification as a game_changer, but the profit swing and revenue beat are concrete enough to warrant ""strong.""",routine_mislabeled,catalyst missed info
STX,2026-04-29,17.46,84,strong,"STX stock gapped up due to Seagate Technology's fiscal third-quarter earnings beat and a blowout fourth-quarter forecast that exceeded Wall Street expectations, confirming strong demand for storage chips driven by AI data centers. Revenue surged 44% to $3.11 billion against estimates of $2.96 billion, with net profit more than doubling to $748 million, sparking a 19% overnight rally that carried into premarket gains of another 20% amid extremely bullish retail sentiment. CEO Dave Mosley highligh","Seagate reported Q3 2026 earnings with record revenue and issued stronger-than-expected guidance, signaling robust AI data demand that is lifting the entire storage sector. The earnings beat combined with an optimistic forward outlook—particularly regarding HAMR technology advancement and AI-driven storage demand—justifies the significant pre-market gap-up, especially given Seagate's historically neglected valuation in the market.",strong,"strong based on trend and theme, entry tricky"
TE,2026-05-12,18.21,84,strong,"T1 Energy (TE) gapped up ahead of its Q1 2026 earnings release before market open today, with the stock rallying 13% intraday to near $6.85 on thin volume. Technicals show short-term momentum building, with price above the 200-day moving average but testing 100-day resistance at $6.57 after climbing from the mid-$4s. Recent overhang from the $125M convertible notes offering due 2031 caused premarket drops due to dilution fears, but a 9.9% uptrend emerged post-announcement as traders eye solar tr","The news items provided are vague, generic summaries without specific TE earnings numbers, guidance figures, or concrete catalysts directly tied to T1 Energy Inc. While competitors (SEDG, FTCI) reported Q1 2026 results and XIFR beat estimates, no actual earnings announcement or specific financial results are attributed to TE itself. The mentions of ""Is TE a good stock to buy?"" and ""After a 308% one-year surge"" are speculative articles rather than hard catalysts. Without verified earnings numbers, guidance raises, contracts, or announcements specific to TE, this gap-up appears driven by sector momentum, bullish sentiment articles, or low-quality speculative news rather than a concrete, verifiable catalyst.",routine_mislabeled,
TEAM,2026-05-01,26.11,100,strong,"Atlassian (TEAM) gapped up on strong fiscal Q3 2026 earnings reported after market close on April 30, 2026, beating expectations with a 79% EPS surprise at $0.09 versus the anticipated $0.09 from last year's $0.25 loss. Despite the beat on profitability and year-over-year growth signals like $3.8 billion in remaining performance obligations up 44%, the stock initially dipped 0.35% post-earnings due to skepticism on sustainability amid prior volatility and a 48% drop from the 200-day moving avera","Atlassian reported a Q3 FY2026 earnings beat with 32% revenue growth driven by cloud expansion and AI innovations, alongside accelerating cloud growth and expanding backlog—meeting the criteria for a solid earnings beat. While the news summaries lack specific EPS and guidance figures in the provided text, the consistent mentions of ""earnings beat,"" CEO commentary describing results as ""incredible,"" and clear metrics (32% revenue surge, record revenue growth) indicate a concrete earnings announcement with positive guidance implications, justifying a ""strong"" classification over ""routine.""",strong,"good technical structure, AI theme but needed delay entry to work"
TTMI,2026-04-30,16,100,strong,"TTMI stock gapped up due to strong Q1 2026 earnings released on April 29, building on prior momentum from Stifel's April 24 price target hike from $108 to $135 with a Buy rating, citing AI infrastructure, defense modernization, and semiconductor cycle tailwinds. The stock had already climbed from $109 on April 10 to $147.48 by April 24 on that analyst upgrade and optimistic guidance, with today's gap extending the uptrend amid risk-on breadth and episodic pivot signals. Q1 earnings call yesterda","TTM Technologies reported Q1 2026 earnings with a +13.64% EPS beat and +8.06% revenue beat, delivering record revenue of $846M (up 30.4% YoY) and record non-GAAP EPS, while raising forward guidance. The company is positioned to capitalize on AI and defense megatrends, representing a solid earnings beat with guidance raise on a previously neglected/undervalued industrials stock positioned in high-growth secular trends.",routine_mislabeled,
TWLO,2026-05-01,19.88,100,strong,"Twilio (TWLO) stock gapped up due to a strong Q1 2026 earnings beat, AI-driven product momentum, raised full-year guidance, and a wave of bullish Wall Street upgrades. The stock surged 20.64% on April 30, 2026, closing near $148 before spiking to the low $170s after-hours on news of revenue beating estimates by 5%, EPS by 30% to $1.50, and guidance lifted to 14-15% growth. Bank of America upgraded from Underperform to Buy with a $190 target, citing Twilio's role as AI infrastructure for voice/me","Twilio reported Q1 2026 earnings with a +18.11% EPS beat and +4.93% revenue beat, while simultaneously raising full-year revenue growth guidance driven by AI-driven demand across its cloud communications platform. The combination of a solid earnings beat paired with a raised annual guidance signals sustained business momentum and investor confidence in the company's growth trajectory in AI-driven customer engagement solutions.",strong,strong based on AI theme 
URI,2026-04-23,17.4,84,strong,"URI stock gapped up due to strong Q1 2026 earnings results that beat analyst expectations on revenue, EPS, and adjusted EBITDA, with the company also raising full-year guidance. Revenue hit a record $3.99 billion, up 7.2% year-over-year and above estimates, while adjusted EPS came in at $9.71, 8.6% ahead of consensus. The stock surged 13.6-13.9% intraday to around $912-$914.60 on the news. CEO Matthew Flannery highlighted record performance across rentals and specialty businesses, plus sharehold","United Rentals reported Q1 2026 earnings that beat both EPS (+7.78% surprise) and revenue (+2.89% surprise) estimates, with sales of $3.99 billion up 7.2% YoY. The company also raised its full-year earnings outlook after the Wednesday close, which is now driving the significant Thursday pre-market gap-up. This combination of a solid earnings beat coupled with positive forward guidance raises on a cyclical industrial stock is a strong catalyst.",routine_mislabeled,
USAX,2026-04-20,19.62,74.9,routine,"No specific catalyst found for USAX stock gapping up in recent trading. Mentions across financial commentary note USAX as part of leveraged ETFs tracking high-momentum names with general positive developments like new products and media coverage driving monthly surges ahead of broader markets, but no direct news ties to a gap event. Closest analogs include funding raises closing capital gaps (e.g., $1.5B private offering in Jan 2026 for similar tickers) and index inclusions boosting liquidity, t","USAX is a 2X leveraged ETF tracking USAR, not an operating company with earnings or corporate events. The provided news is vague (""general positive developments"") with no specific catalyst, concrete dates, or verifiable company-specific event. The gap-up is likely due to broad market momentum or movement in the underlying USAR instrument rather than a genuine EP catalyst.",N/A,"THIS is a leveraged ETF, should not be evaluated at all"
USGG,2026-04-20,19.09,79.2,routine,"No search results mention a stock ticker USGG, so no specific catalyst or news explains a gap up. The closest related items are BOOT (Boot Barn Holdings), which gapped up on a Jefferies upgrade to Buy citing favorable risk-reward and valuation reset, and PLTR (Palantir) up 2.37% to 146.15 with no gap news. USGG may be a typo or unlisted ticker with no current market data.","USGG (Leverage Shares 2X Long USAR Daily ETF) is a leveraged ETF tracking rare-earth stocks, not an operating company. The ""gap-up"" is driven by underlying rare-earth and commodity sector strength (tariffs, winter weather impacts on natural gas/gold), not a company-specific catalyst. The news mentions sector performance (""USAR-linked leveraged ETFs soared"") but provides no concrete catalyst (no earnings, no guidance, no specific contracts or FDA approvals) that would trigger a discrete gap-up event for this ticker specifically.",N/A,"THIS is a leveraged ETF, should not be evaluated at all"
VG,2026-05-12,10.07,54.7,strong,"No relevant search results on VG stock gap up or catalysts. Data shows EQNR up to $38.22 on May 11 with support at $35.70 and resistance at $37.68, but nothing on VG.","Venture Global (VG) reported earnings this morning that appear to have beaten expectations, combined with a cluster of analyst upgrades from Scotiabank and RBC Capital lifting price targets on April 16. The company also benefits from geopolitical tailwinds (Strait of Hormuz closure concerns driving LNG demand). The combination of an earnings beat with multiple analyst upgrades on a mid-cap energy company with strong fundamentals qualifies as a ""strong"" catalyst.",routine_mislabeled,catalyst missed info
VIAV,2026-04-30,20.92,100,strong,"VIAV stock gapped up on strong Q3 FY26 earnings reported after market close on April 29, 2026, with revenue surging 42.8% year-over-year to $406.8 million, building on 36.4% growth in the prior quarter. The stock had already rallied 36.81% in the 20 trading days leading into earnings from around $33 to $45.53, driven by analyst upgrades like B. Riley doubling its price target to $53 on April 24 and Northland raising to $50 on April 20, plus anticipation around initial contributions from the Spir","VIAV reported Q3 2026 earnings that beat on both revenue (+3.39%) and EPS (+14.89%), with operating margin exceeding the high end of guidance at 21%. The company also demonstrated strong underlying demand in data center segments, which supports forward momentum and confidence in future guidance, though specific forward guidance language is not detailed in the available summaries.",routine_mislabeled,"strong based on RS/theme, need to be monitored for delayed entry"
VIK,2026-05-14,11.36,57.6,strong,"Viking Holdings (VIK) gapped up primarily due to strengthening analyst sentiment and upgraded price targets ahead of today's Q1 2026 earnings report. JPMorgan raised its target from $87 to $104 with an Overweight rating, while Susquehanna initiated coverage with a Positive rating and $100 price target. Citigroup also raised its target from $88 to $90, and Wall Street Zen upgraded from Hold to Buy.

The key catalyst driving the bullish momentum is Viking's aggressive capacity expansion execution,","Viking Holdings reported Q1 CY2026 earnings with revenue of $1.05 billion, beating Wall Street estimates with 17.5% year-over-year sales growth, and additionally announced a new CEO appointment. The combination of a concrete earnings beat, strong operational momentum in cruise demand, and leadership change provides solid upside catalysts that justify the gap-up move.",routine_mislabeled,
VPG,2026-05-12,17.12,100.8,strong,"Based on the available information, there is no indication that VPG stock gapped up. The most recent data from May 6, 2026 shows VPG trading down 0.59% to $63.57, with the stock in a consolidation phase between support around $60 and resistance at $66.75.

The search results describe VPG as consolidating within established trading boundaries with balanced volume that does not suggest significant directional moves. The stock is trading near multiple key moving averages with neither strong bullish","VPG's 7.7% gap-up lacks a concrete, verifiable catalyst. While news mentions a ""jump in share price on above-average volume,"" no earnings announcement, guidance raise, FDA approval, major contract, or analyst upgrade is disclosed for VPG itself. The other news items reference earnings from unrelated companies (NOVT, LPTH, ALNT, TTMI) in the same sector, which may indicate positive industry sentiment, but do not constitute a direct catalyst for VPG. Without specific financial details, contract announcements, or company-specific news, this gap appears driven by sector tailwinds or technical momentum rather than a material event.",strong,
VSNT,2026-05-14,15.38,100.8,strong,"VSNT gapped up on anticipation of Q1 2026 earnings release before Thursday's open, following Seeking Alpha's earnings preview on May 13 and J.P. Morgan's note highlighting Versant as a standalone with more cash for self-investment. Stock closed at $40.44 on May 13 with elevated volume of over 2 million shares, support at $39.51 and resistance at $41.23. Recent positives include Versant's presentation at the J.P. Morgan Global Technology, Media and Communications Conference, an AI platform acquis","The news items provided are generic headlines and conference summaries with no concrete catalyst tied to VSNT. The only item mentioning Versant directly (""Versant: Mispriced Cash Flow After A Spin-Off"") is a vague analyst opinion piece with no specific earnings numbers, guidance figures, or dated announcement. None of the news includes verification of an actual earnings release, guidance raise, contract, FDA decision, or analyst upgrade—all lack specific dates, numbers, and verifiable details. This appears to be a penny stock gap lacking a substantive, verifiable catalyst.",routine_mislabeled,
VSTS,2026-05-12,20.22,115.2,strong,No recent news or catalysts found for VSTS stock gapping up. Check real-time sources for intraday developments.,"The news items provided are generic market commentary and valuation discussion with no specific earnings numbers, guidance figures, or concrete catalysts. Articles discuss VSTS as a small-cap opportunity and mention a past oil-price-driven rally, but contain no verifiable earnings release, guidance raise, contract announcement, or analyst upgrade. The gap-up lacks a clearly identified, specific trigger.",routine_mislabeled,
WEST,2026-05-08,41.17,100,strong,"Pinnacle West Capital (PNW), often referred to as WEST in market contexts, gapped up on strong Q1 2026 earnings reported May 4 after market close. Adjusted EPS beat estimates with robust demand from Arizona's population growth and data center boom driving 5.5% revenue growth. Key catalysts include APS rate base expansion, higher approved utility rates, progress on the ongoing rate case, and plans for Palo Verde nuclear license renewal in 2027. Stock up 17% YTD near $104, with analysts targeting ","Westrock Coffee reported Q4 2025 earnings with a 6.55% revenue beat and record-breaking EBITDA growth of 48% year-over-year, alongside new customer volume additions and completion of strategic scale-up initiatives. While the company reported a net loss (typical for a transitional growth phase), the combination of strong revenue outperformance, record EBITDA expansion, and management's confidence in 2026 growth prospects creates a compelling narrative for a gap-up, particularly for a neglected small-cap consumer staples stock that may have been overlooked by broader markets.",routine_mislabeled,catalyst got the wrong stock
WKC,2026-04-24,15.78,84,strong,"World Kinect (WKC) has broken through key technical resistance levels, with the stock decisively breaching its 60-day high of $28.08 and clearing the 20-day resistance at $24.05. This represents a structural breakout from a multi-month consolidation pattern.

However, the search results don't specify a particular news catalyst or gap-up event that triggered this breakout. The available information focuses on the technical achievement itself—the breach of resistance levels—rather than announcing ","World Kinect reported Q1 2026 earnings that significantly beat expectations with earnings surprise of +139.39% and revenue beat of +8.94%, along with strong execution in Marine and Aviation segments. The company opened fiscal 2026 with results exceeding internal expectations, demonstrating solid operational performance across key business units despite market volatility. This is a classic strong catalyst: meaningful earnings beat combined with revenue growth, warranting the 19.7% stock jump.",routine_mislabeled,
WLDN,2026-05-08,13.99,76.3,strong,"Willdan Group (WLDN) gapped up on strong Q1 2026 earnings reported after market close on May 7, beating expectations with $8.5 million profit and 44% EPS growth to $0.64 per share, plus raised full-year guidance. This follows four straight quarters of triple-digit beats averaging 75% surprises, recent contract wins in energy efficiency and sustainability, and bullish analyst targets averaging $141.67 (87% upside from $75.71). Despite post-earnings volatility history (avg 15% Day +1 move), today'","Willdan (WLDN) reported Q1 2026 earnings that beat both EPS (+13.04%) and revenue estimates (+3.22%). While the news mentions these concrete beats, the available headlines do not explicitly state a forward guidance raise—only that results ""beat estimates."" However, a 13% EPS surprise on a small-cap industrials stock with limited analyst coverage qualifies as a solid earnings catalyst. The gap-up is justified by the earnings beat, though the strength of the move depends on whether management raised FY2026 guidance in the earnings call (not explicitly confirmed in the provided news).",routine_mislabeled,
WST,2026-04-23,15.29,84,strong,"West Pharmaceutical Services (WST) stock gapped up ahead of its Q1 earnings report scheduled for this Thursday morning. Analysts expect 11.6% year-over-year revenue growth to around $898 million, building on last quarter's 7.5% revenue beat to $805 million and a strong EPS surprise, with the stock already up 14.1% over the past month amid positive sector sentiment in life sciences tools. The company rarely misses revenue estimates, and as the first peer to report this season, anticipation of ano","West Pharmaceutical reported Q1 2026 earnings with substantial beats: EPS surprise of +27% (non-GAAP EPS of $2.13) and revenue surprise of +8.55% (sales of $844.9M, up 21% YoY). The company issued Q2 guidance alongside results. This is a concrete, verifiable earnings beat with upside guidance, driven by strong momentum in high-value products and sustained GLP-1 demand, making it a solid catalyst for the pre-market gap-up.",routine_mislabeled,
ZBRA,2026-05-12,15.33,100.8,strong,"No direct news or catalyst found for ZBRA gap up in available data. EXTR closed at 24.03 on May 8 with 2.17% gain, potentially related sector momentum in networking tech, but ZBRA specifics absent. Check institutional filings from Citadel or UBS for recent position builds, as they track high-conviction trades driving premarket moves. NVDA and RBLX show no ZBRA linkage. Monitor volume for confirmation.","The recent news items about ZBRA mention Q4 earnings comparisons, strategic investments in Apera AI, and a Cubic Alliance partnership, but provide NO specific numbers (EPS, revenue, guidance figures, or beat/miss data). While the Apera AI investment and Cubic integration are strategic developments, they are routine venture investments and partnerships—not transformative contracts or concrete catalysts. The news reads as generic industry coverage without the specific earnings metrics or guidance raises required to classify as a strong catalyst. Without concrete earnings numbers or a material guidance raise, there is no identifiable game-changer or strong catalyst to explain the gap-up.",routine_mislabeled,
